id_olt,etat_jakarta,date_jakarta
OLT2586,Attente pr̩requis,2025-11-26 08:00:00
OLT3730,Attente pr̩requis,2025-11-26 08:00:00
OLT3987,Attente pr̩requis,2025-11-26 08:00:00
OLT5015,Attente pr̩requis,2025-11-26 08:00:00
OLT9445,Attente pr̩requis,2025-11-26 08:00:00
OLT9520,Attente pr̩requis,2025-11-26 08:00:00
OLT9544,Attente pr̩requis,2025-11-26 08:00:00
OLT9592,Attente pr̩requis,2025-11-26 08:00:00
OLT3186,Attente pr̩requis,2025-11-26 08:30:00
OLT3477,Attente pr̩requis,2025-11-26 08:30:00
OLT5407,Attente pr̩requis,2025-11-26 08:30:00
OLT9369,Attente pr̩requis,2025-11-26 08:30:00
OLT9526,Attente pr̩requis,2025-11-26 08:30:00
OLT9549,Attente pr̩requis,2025-11-26 08:30:00
OLT5151,Attente pr̩requis,2025-11-26 08:30:18
OLT9384,Attente pr̩requis,2025-11-26 08:30:18
OLT2213,Attente pr̩requis,2025-11-26 22:00:20
OLT9366,Attente pr̩requis,2025-11-26 22:00:20
OLT4128,Attente pr̩requis,2025-11-27 08:00:00
OLT5047,Attente pr̩requis,2025-11-27 08:00:00
OLT9506,Attente pr̩requis,2025-11-27 08:00:00
OLT9545,Attente pr̩requis,2025-11-27 08:00:00
OLT4189,Attente pr̩requis,2025-11-27 08:30:00
OLT5152,Attente pr̩requis,2025-11-27 08:30:00
OLT9385,Attente pr̩requis,2025-11-27 08:30:00
OLT9605,Attente pr̩requis,2025-11-27 08:30:00
OLT5195,Attente pr̩requis,2025-11-27 08:30:55
OLT9393,Attente pr̩requis,2025-11-27 08:30:55
OLT5216,A planifier,2025-11-27 08:30:57
OLT9395,A planifier,2025-11-27 08:30:57
OLT2588,Attente pr̩requis,2025-11-27 09:00:47
OLT9401,Attente pr̩requis,2025-11-27 09:00:47
OLT3844,Attente pr̩requis,2025-11-27 22:00:00
OLT9372,Attente pr̩requis,2025-11-27 22:00:00
OLT2090,Attente pr̩requis,2025-11-27 22:00:01
OLT8804,Attente pr̩requis,2025-11-27 22:00:01
OLT2837,Attente pr̩requis,2025-11-27 22:00:11
OLT9367,Attente pr̩requis,2025-11-27 22:00:11
OLT3627,Attente pr̩requis,2025-11-27 22:00:20
OLT8753,Attente pr̩requis,2025-11-27 22:00:20
OLT5030,Attente pr̩requis,2025-11-28 08:00:00
OLT9459,Attente pr̩requis,2025-11-28 08:00:00
OLT5824,Attente pr̩requis,2025-11-28 08:30:00
OLT9581,Attente pr̩requis,2025-11-28 08:30:00
OLT5216,Attente pr̩requis,2025-11-28 08:30:08
OLT9395,Attente pr̩requis,2025-11-28 08:30:08
OLT4539,Soumis,2025-12-01 08:00:00
OLT5030,Soumis,2025-12-01 08:00:00
OLT9449,Soumis,2025-12-01 08:00:00
OLT9459,Soumis,2025-12-01 08:00:00
OLT4382,Refus̩,2025-12-01 08:30:00
OLT9376,Refus̩,2025-12-01 08:30:00
OLT4303,Refus̩,2025-12-01 08:30:52
OLT9374,Refus̩,2025-12-01 08:30:52
OLT3187,Attente pr̩requis,2025-12-01 22:00:00
OLT9096,Attente pr̩requis,2025-12-01 22:00:00
OLT4611,Soumis,2025-12-01 22:00:46
OLT9378,Soumis,2025-12-01 22:00:46
OLT3616,Soumis,2025-12-02 08:00:00
OLT3965,Soumis,2025-12-02 08:00:00
OLT4870,Soumis,2025-12-02 08:00:00
OLT9424,Soumis,2025-12-02 08:00:00
OLT9446,Soumis,2025-12-02 08:00:00
OLT9527,Soumis,2025-12-02 08:00:00
OLT3622,Soumis,2025-12-02 08:30:00
OLT4384,Refus̩,2025-12-02 08:30:00
OLT9377,Refus̩,2025-12-02 08:30:00
OLT9568,Soumis,2025-12-02 08:30:00
OLT3120,Attente pr̩requis,2025-12-02 22:00:26
OLT9092,Attente pr̩requis,2025-12-02 22:00:26
OLT2117,Attente pr̩requis,2025-12-02 22:00:54
OLT8978,Attente pr̩requis,2025-12-02 22:00:54
OLT3731,Soumis,2025-12-03 08:00:00
OLT4544,Soumis,2025-12-03 08:00:00
OLT4871,Soumis,2025-12-03 08:00:00
OLT9450,Soumis,2025-12-03 08:00:00
OLT9528,Soumis,2025-12-03 08:00:00
OLT9607,Soumis,2025-12-03 08:00:00
OLT4204,Soumis,2025-12-03 08:30:00
OLT5557,Soumis,2025-12-03 08:30:00
OLT9574,Soumis,2025-12-03 08:30:00
OLT9606,Soumis,2025-12-03 08:30:00
OLT4612,Soumis,2025-12-03 22:00:00
OLT9379,Soumis,2025-12-03 22:00:00
OLT4550,Soumis,2025-12-04 08:00:00
OLT5440,Soumis,2025-12-04 08:00:00
OLT9477,Soumis,2025-12-04 08:00:00
OLT9608,Soumis,2025-12-04 08:00:00
OLT5795,Soumis,2025-12-04 08:30:00
OLT5991,Soumis,2025-12-04 08:30:00
OLT9580,Soumis,2025-12-04 08:30:00
OLT9610,Soumis,2025-12-04 08:30:00
OLT3399,Soumis,2025-12-04 22:00:00
OLT4284,Soumis,2025-12-04 22:00:00
OLT4636,Soumis,2025-12-04 22:00:00
OLT9324,Soumis,2025-12-04 22:00:00
OLT9370,Soumis,2025-12-04 22:00:00
OLT9573,Soumis,2025-12-04 22:00:00
OLT3423,Soumis,2025-12-04 22:00:28
OLT9217,Soumis,2025-12-04 22:00:28
OLT5312,Soumis,2025-12-05 08:30:00
OLT9578,Soumis,2025-12-05 08:30:00
OLT4362,Soumis,2025-12-05 08:30:42
OLT9279,Soumis,2025-12-05 08:30:42
OLT5265,Soumis,2025-12-08 08:30:00
OLT5987,Soumis,2025-12-08 08:30:00
OLT6214,Soumis,2025-12-08 08:30:00
OLT9396,Soumis,2025-12-08 08:30:00
OLT9561,Soumis,2025-12-08 08:30:00
OLT9611,Soumis,2025-12-08 08:30:00
OLT5413,Soumis,2025-12-08 09:00:48
OLT9550,Soumis,2025-12-08 09:00:48
GAP05-W81-RTC,Soumis,2025-12-08 22:00:21
OLT3833,Soumis,2025-12-08 22:00:21
OLT9138,Soumis,2025-12-08 22:00:21
OSN00542,Soumis,2025-12-08 22:00:21
OLT5561,Soumis,2025-12-09 08:30:00
OLT5980,Soumis,2025-12-09 08:30:00
OLT9495,Soumis,2025-12-09 08:30:00
OLT9553,Soumis,2025-12-09 08:30:00
OLT3278,Soumis,2025-12-09 09:00:45
OLT9524,Soumis,2025-12-09 09:00:45
OLT3502,Soumis,2025-12-09 22:00:15
OLT9116,Soumis,2025-12-09 22:00:15
OLT2575,Soumis,2025-12-10 22:00:00
OLT9411,Soumis,2025-12-10 22:00:00
OLT4632,Soumis,2025-12-10 22:00:21
OLT9381,Soumis,2025-12-10 22:00:21
OLT2579,Soumis,2025-12-10 22:00:48
OLT9519,Soumis,2025-12-10 22:00:48
OLT5750,Soumis,2025-12-11 08:30:00
OLT5868,Soumis,2025-12-11 08:30:00
OLT9493,Soumis,2025-12-11 08:30:00
OLT9558,Soumis,2025-12-11 08:30:00
OLT4176,Soumis,2025-12-11 22:00:00
OLT9421,Soumis,2025-12-11 22:00:00
OLT4602,Soumis,2025-12-11 22:00:05
OLT9166,Soumis,2025-12-11 22:00:05
OLT5316,Soumis,2025-12-12 08:30:00
OLT5503,Soumis,2025-12-12 08:30:00
OLT9579,Soumis,2025-12-12 08:30:00
OLT9609,Soumis,2025-12-12 08:30:00
OLT5182,Soumis,2025-12-15 22:00:09
OLT9387,Soumis,2025-12-15 22:00:09
OLT3597,Soumis,2025-12-15 22:00:32
OLT9371,Soumis,2025-12-15 22:00:32
OLT4303,Soumis,2025-12-16 22:00:00
OLT9374,Soumis,2025-12-16 22:00:00
OLT5184,Soumis,2025-12-16 22:00:28
OLT9388,Soumis,2025-12-16 22:00:28
OLT5190,Soumis,2025-12-17 22:00:12
OLT9389,Soumis,2025-12-17 22:00:12
OLT5165,Soumis,2025-12-17 22:00:29
OLT9386,Soumis,2025-12-17 22:00:29
OLT5213,Soumis,2025-12-17 22:00:59
OLT9394,Soumis,2025-12-17 22:00:59
OLT5191,Soumis,2026-01-12 22:00:29
OLT9390,Soumis,2026-01-12 22:00:29
